"OTUid","Taxon","WHYD200716229_A","ZXL0117_JX","LWM0133_JX","WHYD200513799_A","WHYD200513798_A","CGH0116_C2D1","JFQ0138_JX","SJH0128_JX","YZY0112_C2D15","HM0120_JX","YZR0106_C4","SLM0122_JX","HAH0115_JX","CWZ0121_PD","PXX0136_JX","LMS0134_JX","FMS0129_JX","LGZ0123_JX","WHYD200513772_A","WHYD200716254_A","WHYD200513822_A","WHYD200716230_A","WHYD200513577_A","DGN16SuooMAaA_3_115","WHYD200513786_A","WHYD200513795_A","DGN16SuooMAaA_2_113","WHYD200513812_A","DGN16SuooMAaA_1_115","DGN16SuooMAaA_1_112","DGN16SuooMAaA_2_115","WHYD200513802_A","DGN16SuooMAaA_7_115","DGN16SxfsMAaA_18_115","GXJ0103_C6","FW0124_JX","ZJD0111_C4uiPD","DGN16SxfsMAaA_12_122","YMS0125_JX","DGN16SxfsMCaB_20_109","DGN16SxfsMCaB_19_109","SZL0119_JX","GXJ0103_C8D15","DGN16SxfsMAaA_13_114","DGN16SuooMAaA_4_115","WHYD200513797_A","DGN16SuooMAaA_9_116","DGN16SuooMAaA_2_116","WHYD200716245_A","DGN16SuooMAaA_1_113","WHYD200513785_A","DGN16SuooMAaA_1_116","WHYD200513784_A","WHYD200513815_A","WHYD200513783_A","DGN16SuooMAaA_9_112","DGN16SuooMAaA_7_113","WHYD200513765_A","YGF0137_JX","ZJD0111_JX","FQT0113_JX","FQT0113_C2D15","WHYD200513791_A","DGN16SxfsMAaA_17_112","CGH0116_JX","TWH0126_JX","DGN16SxfsMCaB_21_109","WHYD200513792_A","DGN16SxfsMAaA_12_117","HSR0114_JX","CWZ0121_JX","GZL0140_JX","Rego015","Rego006","WHYD200513800_A","WHYD200513773_A","WY0132_JX","WHYD200513766_A","DGN16SuooMAaA_3_120","DGN16SxfsMAaA_16_119","Rego042","LJK0127_JX","Rego045","DGN16SuooMAaA_4_112","Rego023","Rego020","Rego025","Rego010","Rego083","DGN16SuooMAaA_8_115","WHYD20082037_A","Rego046","Rego071","WHYD20082062_A","CKH0135_JX","Rego061","DGN16SuooMAaA_5_116","DGN16SxfsMCaB_22_109","Rego019","Rego016","Rego069","Rego049","Rego030","Rego035","Rego032","Rego064","Rego054","Rego041","Rego063","YZR0106_C2","WHYD200513813_A"
"OTU556","p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_medium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,23,3,111,284,32,18,181,100,0,2,10,0,0,69,0,0,67,17,8,1,2,1,147,4,21,0,0,0,0
"OTU5562","p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__unclassified_f__Pasteurellaceae|s__unclassified_f__Pasteurellaceae",30,0,0,0,16,1,0,0,0,0,25,0,0,0,0,0,0,0,1,7,34,0,0,16,0,0,32,0,47,21,18,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,49,46,0,30,0,102,0,0,0,79,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,38,0,0,0,0,20,0,58,0,8,47,33,27,44,46,32,38,22,77,14,18,0,28,18,0,20,58,42,277,39,52,28,30,11,13,56,0,0
"OTU5564","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__unclassified_g__Streptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,65,0,0,64,0,78,1,33,0,38,0,0,0,0,0,0,0,0,0,0,0,18,0,37,3,0,22,0,44,0,0,0,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,35,0,0,0,0,39,0,61,0,3,31,25,17,15,39,24,21,20,23,6,28,0,10,23,0,9,23,43,1,39,28,11,52,38,74,39,0,0
"OTU5573","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__unclassified_g__Streptococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,18,0,32,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,23,2,0,13,0,117,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,1,0,0,0,21,1,41,0,8,12,19,51,35,26,59,86,13,37,15,16,0,60,8,0,3,69,62,41,10,55,39,19,6,0,24,0,0
"OTU5574","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__unclassified_g__Veillonella",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,7,0,0,60,0,39,3,45,0,6,0,0,0,0,0,0,0,0,0,0,0,25,0,34,6,0,42,0,5,0,0,0,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,0,0,0,0,29,0,70,0,3,7,32,5,8,26,9,3,7,29,7,8,0,3,17,0,12,6,13,2,12,14,7,62,42,131,24,0,0
"OTU5576","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,0,0,0,67,0,0,0,13,30,22,117,164,4,42,105,1,8,6,1,0,93,17,0,16,1,2,3,1,29,36,1,6,2,1,0,0
"OTU5579","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__unclassified_g__Neisseria",2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,6462,0,0,4551,0,4916,553,1893,0,1006,0,0,0,0,0,0,0,0,0,0,0,771,0,4635,889,0,1953,0,1757,0,0,0,5083,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,631,2,0,0,0,312,0,15,0,1524,2536,119,26,4548,7,1379,356,270,3,9682,1036,0,819,4722,0,0,1913,631,2,422,171,235,3459,140,10,8284,0,0
"OTU558","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,0,36,6,9,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,5,17,0,39,0,3,0,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,24,0,14,0,11,26,26,10,7,20,11,49,55,5,11,30,0,21,35,0,8,11,10,42,7,28,17,39,22,6,12,0,0
"OTU5580","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__unclassified_o__Lactobacillales|g__unclassified_o__Lactobacillales|s__unclassified_o__Lactobacillales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,10,0,5,12,3,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,24,43,0,11,0,58,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,0,0,0,0,5,1,76,0,23,13,12,12,28,17,48,7,52,21,7,43,0,20,5,0,8,24,35,192,57,41,27,21,12,14,52,0,0
"OTU5583","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum_subsp._polymorphum",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,19,0,11,100,42,0,43,0,0,0,0,0,0,0,0,0,0,0,101,0,7,51,0,11,0,36,0,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,34,0,0,0,1,29,0,1,0,0,1,68,39,0,3,16,0,0,243,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU5591","p__Firmicutes|c__Bacilli|o__unclassified_c__Bacilli|f__unclassified_c__Bacilli|g__unclassified_c__Bacilli|s__unclassified_c__Bacilli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,50,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,22,0,136,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,21,0,18,0,2,13,4,19,26,11,30,37,4,35,7,2,0,15,6,0,1,8,34,1,11,30,16,3,4,1,9,0,0
"OTU5592","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__unclassified_g__Streptococcus",18,0,0,0,1,0,1,2,3,0,1,0,0,0,0,2,0,1,1,8,22,2,0,21,0,1,95,0,82,49,62,0,60,0,0,0,4,0,0,0,0,0,0,0,74,0,29,86,0,152,0,84,0,1,0,129,146,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,43,33,1,4,0,0,137,2,22,0,64,48,116,72,38,78,45,125,120,63,33,69,0,70,142,3,50,22,40,206,16,41,46,96,66,42,75,1,0
"OTU5600","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__P5D1-392|g__norank_f__P5D1-392|s__Granulicatella_sp._BB-11",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,22,0,0,79,0,142,11,34,0,13,0,0,0,0,0,0,0,0,0,0,0,25,0,60,64,0,132,0,224,0,0,0,73,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,67,0,0,0,0,103,1,98,0,87,74,68,87,120,146,123,90,72,469,32,53,0,49,102,0,24,39,148,41,249,136,52,95,34,53,135,0,0
"OTU5604","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Veillonella|s__unclassified_g__Veillonella",111,0,0,5,12,0,0,0,0,0,0,0,2,0,0,0,0,0,6,29,71,1,0,2,0,10,30,0,3,24,8,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,9,31,5,107,0,0,0,0,0,58,113,0,0,6,170,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,1,0,0,0,5,0,0,27,0,0,34,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU5608","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,130,0,33,161,45,0,53,0,0,0,0,0,0,0,0,0,0,0,119,0,36,25,0,38,0,4,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,284,0,0,0,66,13,6,1,3,50,25,4,102,1,208,49,0,97,41,0,66,0,7,16,0,8,15,4,42,3,29,0,0
"OTU5613","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__uncultured_bacterium_g__Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,21,0,0,0,0,2,0,32,0,1,1,2,112,0,40,37,1,5,18,340,3,0,5,1,0,105,16,45,40,6,14,46,3,58,0,66,0,0
"OTU5615","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__uncultured_bacterium_g__Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,129,0,101,102,124,0,14,0,0,0,0,0,0,0,0,0,0,0,415,0,32,172,0,42,0,277,0,0,0,51,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,1,0,0,0,86,0,3,0,3,138,22,90,0,52,26,126,171,11,96,244,0,17,294,0,39,17,100,5,4,12,19,65,41,0,46,0,0
"OTU562","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sputigena",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,21,0,5,126,199,0,18,0,0,0,0,0,0,0,0,0,0,0,121,0,19,53,0,13,0,2,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,62,0,4,0,127,8,48,64,27,28,16,9,8,2,50,8,0,92,20,0,139,25,4,1,1,23,50,3,5,0,28,0,0
"OTU5628","p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__uncultured_bacterium_g__Haemophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,25,0,383,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,52,0,414,0,0,0,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0,0,3,0,16,0,1,96,3,10,0,7,4,19,11,26,102,4,0,49,10,0,0,7,54,57,1,70,23,0,6,0,37,0,0
"OTU5635","p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__uncultured_bacterium_g__Gemella",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,13,0,69,3,1,0,40,0,0,0,0,0,0,0,0,0,0,0,6,0,22,7,0,21,0,237,0,0,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,65,0,44,0,3,44,15,113,26,46,84,205,33,74,11,39,0,112,42,0,9,93,146,41,36,75,67,30,15,2,43,0,0
"OTU5638","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_clone_FP036",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,2,0,93,59,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,8,0,113,0,18,29,45,0,57,0,67,0,117,0,0,51,0,1,0,0,291,4,0,0,0,35,4,169,128,24,12,0,0
"OTU564","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_sp._oral_taxon_498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,15,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,17,0,7,0,3,0,103,219,3,172,2,0,84,0,31,15,0,41,297,0,54,32,71,0,2,7,68,18,50,0,5,0,0
"OTU5643","p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,137,0,33,664,189,0,323,0,0,0,0,0,0,0,0,0,0,0,167,0,114,1010,2,6,0,151,0,0,0,62,37,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,17,19,0,1,1,0,153,1,7,0,86,70,63,166,68,37,76,131,126,5,352,97,1,211,233,0,242,51,16,59,0,30,56,21,86,0,34,0,0
"OTU5649","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis",46,0,0,15,0,0,3,0,131,0,3,1,14,0,0,0,0,0,0,14,8,0,0,4,0,208,84,0,12,45,15,0,20,0,0,0,0,0,0,0,0,0,0,0,198,0,0,47,0,212,0,3,0,0,0,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,7,2,0,542,0,0,41,0,2,0,224,4,30,25,1,9,9,114,58,3,20,39,23,28,77,0,216,1,4,3,2,14,49,58,167,3,4,11,0
"OTU5652","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__unclassified_g__Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,2,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,6,0,0,0,30,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0,0,61,63,59,19,90,30,17,63,0,35,15,0,26,134,0,35,3,58,2,16,29,42,18,17,1,22,0,0
"OTU5659","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,900,0,682,1332,143,0,179,0,0,0,0,0,0,0,0,0,0,0,1026,0,47,601,0,1755,0,65,0,0,0,84,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,8,0,0,0,0,976,0,0,0,2712,2109,4622,37,141,320,60,156,1378,26,134,724,0,106,1094,0,147,25,108,606,16,478,288,1509,1641,7,22,0,0
"OTU566","p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__unclassified_g__Haemophilus",1311,1,0,42,267,0,1,0,0,0,0,1,9,0,0,0,0,0,0,275,1408,3,0,353,0,1,322,2,679,1609,204,0,91,0,0,0,0,0,0,0,0,0,0,0,281,12,1016,2457,12,95,6,1104,5,0,3,3663,940,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,107,74,0,1,0,0,57,0,270,0,26,273,85,13,192,85,38,120,478,250,96,375,0,18,201,0,10,83,226,65,248,88,17,107,41,111,94,0,0
"OTU5665","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__unclassified_g__Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,1094,0,81,81,634,0,267,0,0,0,0,0,0,0,0,0,0,0,1937,0,45,525,0,0,0,223,0,0,0,231,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,179,0,0,0,0,136,0,4,0,41,60,1023,117,88,553,72,158,1124,12,385,585,0,71,711,0,373,29,91,3,173,70,369,302,178,3,132,0,0
"OTU567","p__Proteobacteria|c__Gammaproteobacteria|o__unclassified_c__Gammaproteobacteria|f__unclassified_c__Gammaproteobacteria|g__unclassified_c__Gammaproteobacteria|s__unclassified_c__Gammaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,108,0,1,0,108,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,69,0,19,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,0,0,0,0,0,3,0,1,11,18,8,0,26,2,2,7,9,61,3,0,15,8,0,4,7,6,0,0,45,69,1,14,0,1,0,0
"OTU5673","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unclassified_g__Prevotella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,18,54,46,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,1,54,0,104,0,2,0,0,0,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,52,0,1,0,81,15,29,7,2,16,4,37,18,0,10,7,0,17,50,0,4,0,2,38,0,12,12,7,16,0,5,0,0
"OTU5675","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,1,4,88,0,18,0,0,0,0,0,0,0,0,0,0,0,189,0,10,20,0,24,0,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,70,0,0,0,0,56,0,6,0,213,3,18,243,30,370,14,32,22,3,20,4,0,64,23,0,237,288,1,17,0,4,59,8,1,5,201,0,0
"OTU5679","p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__unclassified_g__Streptococcus",936,1,0,237,1277,48,13,18,1,48,3894,2,46,0,1,16,7,4,170,1182,924,10,726,265,1,28,2142,2,677,2028,898,0,1781,0,0,1,1,0,0,2,0,1,0,0,466,14,426,1908,101,1543,14,435,3,65,0,3172,905,9,0,1,56,125,2,0,0,4,3,14,0,0,2,4,74,54,47,34,0,151,48,173,260,0,624,209,373,127,382,697,358,289,1720,293,186,948,2,170,210,836,378,269,93,228,103,105,232,591,245,171,229,0,14
"OTU5680","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,124,0,435,1616,318,0,185,0,0,0,0,0,0,0,0,0,0,0,851,0,374,719,0,32,0,38,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,174,328,0,0,0,0,616,0,38,0,469,68,755,1064,681,829,640,273,335,138,344,310,0,835,77,0,423,171,149,1119,5,581,789,156,739,188,235,0,0
"OTU5681","p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,51,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,1,3,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,55,16,0,2,0,0,0,0,11,0,1,3,4,198,1,18,7,14,0,25,16,0,0,5,2,0,1,12,50,0,25,13,6,6,4,0,10,0,0
"OTU569","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia|s__uncultured_bacterium_g__Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,64,0,20,0,203,0,1125,0,0,0,0,0,0,0,0,0,0,0,23,0,509,0,0,4,0,60,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,231,0,0,0,0,43,0,19,0,2,36,79,16,14,38,152,6,69,283,1,45,0,109,46,0,51,4676,4,0,64,21,73,21,958,0,150,0,0
"OTU570","p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pleuritidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,0,0,0,76,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,113,0,190,0,0,260,0,0,0,350,0,0,55,225,0,0,0,0,0,0,0,0,64,0,0
"OTU5702","p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis_C-1013-b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,499,0,108,8,242,0,128,0,0,0,0,0,0,0,0,0,0,0,523,0,93,85,0,0,0,845,0,0,0,88,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1367,0,0,0,0,77,0,24,0,9,365,191,380,65,840,304,225,518,10,269,272,0,214,1476,0,157,51,534,1,323,150,267,97,211,32,173,0,0
"OTU5707","p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,211,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,3,0,373,0,0,0,63,234,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,39,0,0,0,0,55,0,1,0,28,1312,7,212,0,204,93,614,8,85,23,4,0,328,109,0,1,0,177,35,41,50,8,0,3,0,453,0,0
"OTU5726","p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__unclassified_g__Megamonas",0,0,14,0,0,40,0,0,0,0,0,0,0,6,21,0,116,0,100,0,2,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,48,0,38,11,0,0,0,2,5,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU5772","p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__unclassified_g__Treponema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,281,0,0,0,0,0,0,0,0,1,560,73,0,0,0,344,195,0,43,0,0,0,155,0,0,172,0,0,0,0,0,226,0,0,0,0,0,0
"OTU5774","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__unclassified_g__Neisseria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,167,0,243,31,51,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,199,163,0,3,0,174,0,0,0,285,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,31,0,0,0,0,7,0,20,0,250,17,3142,1540,137,207,107,43,37,100,2457,19,0,28,478,0,5,550,14893,221,16706,5174,522,361,1453,4,3422,0,0
"OTU5775","p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Neisseriaceae|g__Neisseria|s__Neisseria_oralis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,155,0,0,0,1589,0,5619,0,0,0,0,0,0,0,0,0,0,0,1777,0,92,0,0,1800,0,436,1,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,152,0,0,0,0,122,0,0,0,1209,183,1112,29,0,1537,263,0,110,1919,5,67,0,28,0,0,111,554,0,0,286,45,2650,1634,0,17,84,0,0
