Pathway level1,Pathway level2,Pathway level3,Description,WHYD200513786_A,DGN16SxfsMAaA_12_117,SLM0122_JX,DGN16SxfsMCaB_22_109,YGF0137_JX,DGN16SxfsMAaA_12_122,YMS0125_JX,HSR0114_JX,SZL0119_JX,WHYD200513765_A,WHYD200513800_A,WHYD200513773_A,JFQ0138_JX,CKH0135_JX,HM0120_JX,FW0124_JX,PXX0136_JX,LMS0134_JX,FMS0129_JX,LGZ0123_JX,DGN16SxfsMCaB_20_109,ZXL0117_JX,LJK0127_JX,DGN16SxfsMCaB_19_109,WY0132_JX,CGH0116_JX,LWM0133_JX,ZJD0111_JX,FQT0113_JX,CWZ0121_JX,DGN16SxfsMCaB_21_109,WHYD200513766_A
Metabolism,Metabolism of terpenoids and polyketides,ko00903,Limonene and pinene degradation,15576.04,9691.16,11730.03,50480.51,4248.61,5728.61,11494.25,12920.85,1505.68,19601.47,25863.73,5358.51,19855.53,13130.86,17048.33,6112.06,12578.61,13732.39,5111.63,13404.13,15591.2,7737.52,69970.75,23541.56,47746.44,16379.68,11058.21,7619.9,10579.37,33887.36,6221.53,15713.57
Cellular Processes,Cell growth and death,ko04210,Apoptosis,7954.61,18559.13,7317.58,430.15,16291.36,4638.36,13132.91,21610.89,36679.49,3706.97,6810,49693.49,18360.38,1668.5,21475.22,21978.4,20757.2,12902.33,18889,15374.81,59500.82,17435.41,336.17,10147.11,13209.46,14361.37,5597.78,16170.55,37434.85,19107.54,15936.82,1548.34
Metabolism,Xenobiotics biodegradation and metabolism,ko00361,Chlorocyclohexane and chlorobenzene degradation,18999.53,8530.22,12092.91,43394.12,7556.8,5488.2,12026.32,9342.41,1102,18798.47,25982.02,2670.67,18855.26,16645.89,14558.03,4136.06,11518.6,11152.12,3230.38,13659.47,15925.07,10723.59,69841.32,28782.48,48166.55,14693.14,9255.76,10155.62,7833.2,32993.89,2582.44,13733.72
Metabolism,Metabolism of terpenoids and polyketides,ko00281,Geraniol degradation,711.4,2210.33,1191.7,75099.37,7800.49,855.37,4366.53,1495.1,2454.92,649.95,3325.4,2578.73,6777.98,25774.8,10628.72,609,8400.59,6718.54,638.72,1897.73,6383.55,2922.4,133035.77,38991.86,84191.36,844.85,403.48,10690.5,5917.92,58673.89,863.79,1362
Human Diseases,Cancer: overview,ko05204,Chemical carcinogenesis,396.64,109.45,723.84,74955.78,3957.54,280,483.18,1115.96,1221.21,307.32,503.5,1344.21,4808.37,22852.21,8465.2,531.88,7995.61,5448.78,437.35,1442.09,566.82,3869,132764.42,35688.98,81061.54,525,218.59,6657.07,4148.78,58088.72,138.2,21
Organismal Systems,Digestive system,ko04972,Pancreatic secretion,2050.3,4232.78,18957.21,40011.03,3115.44,812.55,4614.76,3720.45,15668.13,5408.72,1565.28,11477.97,12505.84,12451.69,2309.94,10804,13492.81,8797.05,2393.93,4726.63,285.67,3876,72198.9,19762.66,44539.15,1421.22,1567.56,6009.41,34147.71,30343.57,3710.56,61779.32
Human Diseases,Infectious disease: bacterial,ko05135,Yersinia infection,0.008,56,98,74504.98,3584.78,148,257.32,132.66,0.008,124.66,245.46,1304.48,4091.89,21880.08,30,134,7578.43,3631.75,421.48,1030.18,146.8,28,132646.21,35048.32,80602.31,462.14,16,6312.43,3256.88,57954.93,20,12
Metabolism,Lipid metabolism,ko01040,Biosynthesis of unsaturated fatty acids,707.33,284.04,748.91,56828.76,5934.97,632.17,3829.15,2231.64,679.02,404.82,2364.17,5243.93,4321.55,17662.27,7226.26,442.2,6053.3,3988.97,569.72,1118.19,1234.55,3302.66,99588.69,29313.87,61268.38,1082.55,336.52,6215.36,3493.57,43885.04,119.77,414.67
Metabolism,Lipid metabolism,ko00592,alpha-Linolenic acid metabolism,793.95,3548.94,534.67,56213.59,4808.47,755.2,1210.07,2470.59,1489.11,540.16,1233.48,1272.54,4023.67,18385.21,3597.7,2769.89,6147.55,6929.06,639.32,1529.94,2547.33,2312.77,99725.94,28345.53,62288.57,920.97,338.48,6687.11,3601.79,44180.38,691.73,815.91
Metabolism,Glycan biosynthesis and metabolism,ko00572,Arabinogalactan biosynthesis - Mycobacterium,8893.61,7783.25,1938.56,23846.09,29160.81,24476.67,7002.94,4106.38,11839.88,10382.16,5276.92,10449.3,4990.27,10727.88,2943.63,9247.93,7703.16,6610.93,22314.71,10365.99,5485.39,3710.55,37710.42,23009.45,22627.57,3432.3,7509.53,5811.06,6320.25,23236.58,3073.26,3292.7
Human Diseases,Cancer: specific types,ko05225,Hepatocellular carcinoma,270.14,143.73,841.16,56536.43,3076.48,158.66,364.9,1183.17,1069.1,358.85,604.12,1288.34,3992.73,17337.64,6537.58,2255.47,6195.57,4386.33,396.21,1169.64,774.81,3659,99598.46,26943.14,60994.03,427.62,84.14,5073.05,4227.06,43559.44,261.27,68.79
Metabolism,Xenobiotics biodegradation and metabolism,ko00643,Styrene degradation,6201.45,7805.65,3703.12,3462.07,23998.9,16941.2,14379.62,3814.43,19724.47,7741.85,33994.26,14965.85,6496.57,3799.99,12762.98,36245.39,1639.65,10234.46,2236.75,6975.93,12617.46,4256.89,2160.57,12916.57,12459.38,1936.29,6743.82,17409.11,8120.26,4472.07,6339.75,2511.94
Metabolism,Metabolism of terpenoids and polyketides,ko00981,Insect hormone biosynthesis,15397.04,8985.58,11575.61,12974.75,2438.37,5645.61,11250.85,12802.87,1048.03,19511.48,25582.25,4670.23,17310.94,1718.29,12677.9,5920.2,8610.47,10830.74,4836.56,12727.84,14653.95,6957.52,3591.88,5214.36,6398.25,16109.53,10994.72,4014.45,8082.11,4836,6062.04,15701.57
Metabolism,Metabolism of terpenoids and polyketides,ko01054,Nonribosomal peptide structures,16749.15,14130,15145.42,1501.29,7176.64,5252.78,13842.34,8876.38,2099.87,22401.46,3038.49,5124.41,15968.6,1451.11,13204.5,3796.82,5889.53,11140.03,4859,13314.24,12651.99,7922.4,2821.4,9073.71,5931.19,15247.89,16727.04,5603.37,3096.32,3997,5984.23,12259.91
Metabolism,Xenobiotics biodegradation and metabolism,ko00622,Xylene degradation,7742.9,6933.32,17429.8,11065.68,1632.4,864.19,8280.81,8034.99,9249.54,9644.94,6958.99,4644.11,2342.07,5449.3,8254.99,834.57,10126.43,9386.79,4420.38,7538.84,7015.46,6482.45,3816.13,6623.14,4762.64,8379.92,11763.56,11933.43,6330.66,5691.63,14665.41,33478.81
Cellular Processes,Transport and catabolism,ko04138,Autophagy - yeast,15656.25,5135.43,11248.53,10588.47,423.27,4797.5,10455.2,6125.45,6819.4,19695.84,9533.67,5833.93,15335.82,1093.5,8021.89,1491.9,11129.24,5253.37,6058.33,11126.34,12583.08,7120.43,6190.65,3819.9,2962.78,17345.85,12990.5,3225.3,856.73,5694,9719.05,12705.67
Metabolism,Xenobiotics biodegradation and metabolism,ko00621,Dioxin degradation,7724.9,6871.79,17385.7,9501.05,1598.7,863.19,8270.26,7988.14,8493.42,9625.74,6665.5,4433.95,2299.87,5310.18,8147.64,812.17,9952.31,9351.07,4331.58,7403.29,5727.53,6432.62,3808.75,4554.69,4652.32,8351.52,11721.58,11689.33,6217.23,5683.23,14423.21,33295.51
Metabolism,Biosynthesis of other secondary metabolites,ko00944,Flavone and flavonol biosynthesis,634.09,6178.99,954.09,24799.32,4737.77,1255.62,5079.85,3400.49,467.34,380.02,21035.69,2122.69,5338.98,8969.03,3730.31,969.22,10258.01,4563.89,3261.62,5843.03,22867.33,530.06,33675.88,9820.5,29507.29,2322.73,369.03,8492.44,5585.67,18457.73,2737.91,355.62
Metabolism,Xenobiotics biodegradation and metabolism,ko00642,Ethylbenzene degradation,295,508.75,468.28,37523.53,3569.25,532.17,349.93,1000.32,480.27,200.16,641.92,792.45,2927.6,12702.73,2902.29,201.74,4191.45,2939.89,269.65,707.44,2482.63,1677,66544.9,19253.29,41241.17,430.7,181.99,4953.05,2763.66,29137.53,229.19,666
Human Diseases,Endocrine and metabolic disease,ko04934,Cushing syndrome,1624.19,4474.77,967.55,19472.44,12867.23,3189.01,11440.22,2844.11,11463.76,1135.69,10966.97,6802.75,5956.55,7160.23,10385.01,1598.56,3141.26,6135.98,1667.42,1280.35,5075.26,2780.92,34211.91,11521.94,23667.92,4152.43,1983.96,7686.9,5136.45,15873.99,3628.48,1813.65
Human Diseases,Cancer: specific types,ko05211,Renal cell carcinoma,1624.19,4474.77,967.55,19472.44,12867.23,3189.01,11440.22,2844.11,11463.76,1135.69,10966.97,6802.75,5956.55,7160.23,10385.01,1598.56,3141.26,6135.98,1667.42,1280.35,5075.26,2780.92,34211.91,11521.94,23667.92,4152.43,1983.96,7686.9,5136.45,15873.99,3628.48,1813.65
Metabolism,Xenobiotics biodegradation and metabolism,ko00930,Caprolactam degradation,205,721.08,166.42,37670.37,1841.88,93,260.9,149.98,459.15,120.99,991.62,692.92,2734.78,11603.71,4633.93,229.86,3977.57,2944.87,305.21,701.65,1040.53,785.5,66438.73,18535.6,41566.91,272.79,102.49,3991.38,2499.12,29661.29,218.19,26
Metabolism,Xenobiotics biodegradation and metabolism,ko00364,Fluorobenzoate degradation,81,38.29,560.14,37511.08,2148.06,74,182.74,1037.3,1211.7,101.66,263.53,665.12,2284.35,11509.36,2110.5,190.93,4068.77,2508.53,219.86,788.54,491.96,2761,66357.58,18288.76,40402.46,272.71,77.22,3410.42,1641.76,29039.68,84.27,15
Metabolism,Xenobiotics biodegradation and metabolism,ko00623,Toluene degradation,93,90.29,581.14,37739.99,2176.56,75,189.99,1081.31,762.44,104.66,342.52,757.38,2223.84,11374.12,2111.49,194.19,3998.77,2486.55,228.11,717.53,512.27,2762,66353.08,18134.26,40498.21,266.71,66.23,3455.41,1639.75,29043.68,74.33,13
Environmental Information Processing,Signal transduction,ko04011,MAPK signaling pathway - yeast,6046.73,6892.96,706.3,19210.12,5565.8,442.12,3380.42,4850.97,1926.99,1405.33,1629.23,18970.35,3584.11,6085.81,4340.66,1982.91,3807.34,4486.84,1946.1,5593.07,339.62,1952.18,33360.28,17362.15,24972.71,2480.81,853.48,7212.24,3808.39,16647.73,1847.51,432.75
Human Diseases,Neurodegenerative disease,ko05020,Prion diseases,390.5,2125.13,1023.43,23147.69,2866.09,325.42,1382.57,826.36,242.48,384.4,15014.72,636.54,3465.25,6712.31,5577.76,413.69,3570.27,3360.63,663.89,1143.13,3952.07,785.43,33665.75,9665.07,23873.22,529.22,682.64,5202.7,3611.26,15635.43,1235.56,880.08
Metabolism,Biosynthesis of other secondary metabolites,ko00965,Betalain biosynthesis,300.5,177.29,245.14,21404.1,8014.6,330.5,4394.94,140.66,9486.84,568.83,429.11,6580.14,1807.87,9525.48,2204.31,1083.12,3853.93,1986.93,391.07,587.62,224.74,501.5,33477.79,11357.5,20424.02,166.57,806.12,3434.56,4513.89,14660.18,97.23,99.5
Metabolism,Xenobiotics biodegradation and metabolism,ko00791,Atrazine degradation,2497.17,6884.58,2427.76,6184.7,2706.41,376.48,2644.69,4132.5,514.56,799.57,51513.63,220.77,3550.23,1438.52,6207.43,6700.18,1851.72,5761.41,790.39,1174.44,4445.14,5531.84,3337.8,1302.84,9366.16,889.43,1676.91,5508.37,2771.33,6295.87,2978.65,1656.32
Organismal Systems,Endocrine system,ko04614,Renin-angiotensin system,5630.6,4445.55,1588.75,31.45,3101.35,1449.6,3200.5,1977.85,1331.55,1068,1073.25,10361.6,9691.15,996,1610.55,8444.8,7569.5,2588.75,3813.15,5524.3,19796.21,4112.65,18.1,4938.59,3270.75,2187.55,1545.45,2205,30544.4,1219.35,2674.68,553.45
Metabolism,Metabolism of other amino acids,ko00472,D-Arginine and D-ornithine metabolism,940.24,7080.67,1360.96,3163.05,21366.48,2369.31,1900.45,1633.24,829.29,1964.91,10983.89,4312.33,3738.19,4947.28,5978.36,1416.66,3888.95,2309.23,21558,682.34,6470.41,1267.33,3485.39,891.72,4477.83,2738.22,1573.61,3941.29,4165.55,8452,3382.36,3691.66
Metabolism,Lipid metabolism,ko00565,Ether lipid metabolism,823.59,3831.27,596.64,19221.31,1279.72,474.28,1050.89,1582.77,1074.84,410,1773.06,501.59,1281.97,5848.29,1016.66,2818.65,2102.1,4145.17,396,1099.64,177.26,699.27,33283.04,9412.97,21559.1,620.35,331.74,2353.06,1144.13,15656.85,1008.56,376.91
Human Diseases,Infectious disease: bacterial,ko05150,Staphylococcus aureus infection,762.23,3518.24,1777.8,9837.36,15783.54,383.7,1183.58,995.33,375.48,1157.65,15687.5,3189.79,1859.17,885.34,3453.05,2708.15,2460.35,2159.68,20486.01,534.25,3050.3,667.71,3329.99,2620.11,5832.92,2088.47,1594.98,6025.28,2723.98,10298.91,1999.18,6089.97
Human Diseases,Neurodegenerative disease,ko05017,Spinocerebellar ataxia,801.87,11563.88,4705.23,128.12,4267.13,337.07,6969.37,6998.93,3835.7,405.43,3389.55,1985.28,3775.95,270,8189.84,1499.91,6676.56,3677.84,5835.53,4630.27,136.25,4766.74,179.43,1682.56,6522.66,5889.01,1020.92,10308.05,2849.52,6937.49,8627.79,588.64
Metabolism,Lipid metabolism,ko00591,Linoleic acid metabolism,495.95,3041.19,66.39,18690.6,1239.22,223.03,858.14,1469.27,1008.84,339,591.56,480.09,1110.76,5682.48,695.41,2568.15,1955.1,3989.17,369.67,822.5,82.75,635.77,33181.04,9124.74,21048.4,486.27,156.49,1734.06,838.13,15042.85,465.8,150.91
Human Diseases,Infectious disease: parasitic,ko05143,African trypanosomiasis,472,100.96,32.47,19566.91,924.1,583.17,139.77,492.83,365.34,202.16,1984.95,563.98,1136.53,5673.64,30.64,327.29,2016.5,1538.11,334.41,492.12,328.8,77.33,33280.11,11291.23,20510.34,271.41,366.62,1653.9,856.8,14568.35,22.6,143.67
Human Diseases,Infectious disease: parasitic,ko05142,Chagas disease (American trypanosomiasis),298,15.46,31.47,19400.01,912.6,525.17,96.27,435.83,362.84,54.16,1922.95,563.48,1117.98,5673.14,19.14,58.29,2016.5,1251.11,333.91,378.62,303.93,9.33,33211.11,8838.48,20471.34,262.91,94.62,1641.4,849.8,14565.85,18.3,97.67
Human Diseases,Cancer: specific types,ko05219,Bladder cancer,4,14.89,30.14,18740.22,902.6,49,68.94,35.66,312.64,40.33,100.61,331.54,1091.98,5663.28,12.31,38.62,1960.6,1244.93,110.87,305.42,257.76,8,33175.29,9172.07,20246.02,126.57,21.22,1637.26,852.9,14506.68,41.83,6
Genetic Information Processing,Replication and repair,ko03450,Non-homologous end-joining,1129.7,1459.3,228,116.7,981.5,9786,502.7,2489.5,33.5,3821,9582,118.3,1036.6,231.1,1075.5,4820.5,1517.66,1492,321.1,1727,2239.24,399,252,16115.08,2283.2,221.7,1164.2,2908.9,1151.2,317.5,743.44,351.5
Organismal Systems,Digestive system,ko04978,Mineral absorption,604.41,5893.66,1165.82,682.11,3663.87,300.06,752,1940.75,13213.8,2333.83,373.54,300.73,311.19,181.5,3979.33,6875.82,309.67,865.04,613.63,1661.71,510.9,5168.06,37.6,2444.38,1069.87,147.16,1734.97,883.53,815.22,900,2615.69,254.12
Human Diseases,Neurodegenerative disease,ko05012,Parkinson disease,775,273,1057,422.6,1036,42,485,2239,1,1050,1313,67,278,566.5,10851,462,63,735,172,659,352.85,6728,59,1732.2,664,75,372,1154,49,734,144.55,24
Human Diseases,Endocrine and metabolic disease,ko04932,Non-alcoholic fatty liver disease (NAFLD),766,272,1053,421.6,1036,42,485,2237,0.008,1050,1268,67,271,467.5,10850,459,55,735,169,657,335.85,6728,58,1726.2,624,73,372,1104,42,731,123.55,24
Organismal Systems,Circulatory system,ko04260,Cardiac muscle contraction,256.1,261.15,783.8,26.15,624.4,18.45,411.75,1509.6,182.8,305.55,201.3,426.35,2387.65,333.5,6617.3,325.15,2318.25,753.55,313.4,186.8,83.31,4703.75,3,140.24,517.85,138.8,13.25,48,633.45,244.85,587.26,3.25
Cellular Processes,Cell growth and death,ko04113,Meiosis - yeast,832,1894,203,60.67,579.67,134.33,747,777.33,21.33,1191.99,234.17,3992,192,17,2733.83,355.67,79.34,1097.67,1482.66,645,1293.66,803.33,98.33,1238,1717.99,157,428.5,1335.5,471.33,83,316.83,132.33
Metabolism,Metabolism of terpenoids and polyketides,ko00906,Carotenoid biosynthesis,367.33,170.53,264.95,320.44,209.67,55,380,640.99,2,154.8,176.34,164.33,3.7,27.01,12549,238.67,125.3,50.34,24.09,150.33,546,3347.33,78.67,3556.14,329.13,27.08,120.66,618.15,14.97,8.33,364.23,124
Metabolism,Metabolism of terpenoids and polyketides,ko00253,Tetracycline biosynthesis,120,1306,80,234,668,44,238,360,1244,14,392,96,2196,264,858,1116,2226,546,968,552,0.008,522,6,245,1720,402,22,2782,3618,1190,666,4
Organismal Systems,Immune system,ko04622,RIG-I-like receptor signaling pathway,118.25,1289.37,362.14,964.53,60,62,116.14,137.58,184.55,20,1742.24,315.33,432.81,420.1,565.06,147.62,128.38,1232.27,72.34,122.53,699.63,56,92.37,311.66,3458.54,68.12,61.33,3670.34,349.79,623,514.24,45
Cellular Processes,Cell growth and death,ko04115,p53 signaling pathway,509,268,261,28.65,525,42,322,774,0.008,836,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05168,Herpes simplex virus 1 infection,518,268,263,28.65,525,42,322,774,0.008,747,57,47,16.8,34,4317,232,2,71,164,563,256.54,2067,31,1603.43,456,65,356,677,5,43,54.64,21
Metabolism,Biosynthesis of other secondary metabolites,ko00941,Flavonoid biosynthesis,2,15.5,401,41.25,850.25,0.008,5,1,1,20,2094.5,46.25,4,1,156.25,10418,0.25,55.75,1,34.25,1.25,1.25,0.008,1,8.75,0.008,3,2,16,286.25,144,1
Metabolism,Biosynthesis of other secondary metabolites,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",2,15.5,401,41.25,850.25,0.008,5,1,1,20,2094.5,46.25,4,1,156.25,10418,0.25,55.75,1,34.25,1.25,1.25,0.008,1,8.75,0.008,3,2,16,286.25,144,1
Cellular Processes,Cell growth and death,ko04215,Apoptosis - multiple species,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Cancer: specific types,ko05210,Colorectal cancer,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05169,Epstein-Barr virus infection,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05161,Hepatitis B,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05160,Hepatitis C,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05163,Human cytomegalovirus infection,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05170,Human immunodeficiency virus 1 infection,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05164,Influenza A,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05167,Kaposi sarcoma-associated herpesvirus infection,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: viral,ko05162,Measles,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Cancer: specific types,ko05222,Small cell lung cancer,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Infectious disease: parasitic,ko05145,Toxoplasmosis,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Human Diseases,Cardiovascular disease,ko05416,Viral myocarditis,509,268,261,28.65,525,42,322,774,0.008,747,57,47,9.8,34,4317,232,2,71,163,562,241.54,2067,31,1603.43,438,64,356,677,5,43,54.64,21
Organismal Systems,Immune system,ko04624,Toll and Imd signaling pathway,306,1031,448,0.008,164,7,420,92,437,89,2520,15,556,1,961,39,0.008,847,336,219,0.008,326,3,111,239,457,16,2447,0.008,221,1784,80
Metabolism,Metabolism of terpenoids and polyketides,ko00909,Sesquiterpenoid and triterpenoid biosynthesis,250.66,8,7.32,2,1.34,18,52,229.98,0.008,97,0.008,247.34,0.008,4.34,2089,196.34,2,0.008,1.34,8.66,16,358.66,1.34,5115.66,0.008,0.008,141.32,1203.68,5.34,0.66,1,0.008
Human Diseases,Cardiovascular disease,ko05410,Hypertrophic cardiomyopathy (HCM),27.1,316.15,49.8,0.2,131.4,29.45,268.75,105.6,182.8,6.55,21.3,410.35,2229.45,6,351.3,156.15,2267.25,192.55,321.4,102.8,128,44.75,0.008,37.3,581.85,136.8,10.25,123,613.45,166.85,553.85,4.25
Human Diseases,Cardiovascular disease,ko05414,Dilated cardiomyopathy (DCM),27.1,316.15,49.8,0.2,131.4,29.45,268.75,105.6,182.8,6.55,21.3,410.35,2229.45,6,351.3,156.15,2267.25,192.55,321.4,102.8,128,44.75,0.008,34.3,581.85,136.8,10.25,123,613.45,166.85,553.35,4.25
Human Diseases,Cardiovascular disease,ko05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),27.1,316.15,49.8,0.2,131.4,19.45,268.75,105.6,182.8,6.55,21.3,410.35,2215.45,6,351.3,106.15,2267.25,192.55,321.4,102.8,128,44.75,0.008,34.3,581.85,136.8,10.25,123,613.45,166.85,553.35,4.25
Environmental Information Processing,Signal transduction,ko04024,cAMP signaling pathway,19.1,261.15,27.8,0.2,121.4,18.45,263.75,61.6,182.8,4.55,21.3,408.35,2216.45,5,350.3,101.15,2268.25,134.55,313.4,93.8,8,44.75,0.008,29.63,490.85,134.8,4.25,5,613.45,166.85,553.35,3.25
Environmental Information Processing,Signal transduction,ko04020,Calcium signaling pathway,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.47,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Organismal Systems,Circulatory system,ko04261,Adrenergic signaling in cardiomyocytes,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.3,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Environmental Information Processing,Signal transduction,ko04371,Apelin signaling pathway,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.3,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Organismal Systems,Environmental adaptation,ko04713,Circadian entrainment,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.3,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Organismal Systems,Endocrine system,ko04911,Insulin secretion,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.3,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Organismal Systems,Endocrine system,ko04921,Oxytocin signaling pathway,16.1,261.15,27.8,0.2,120.4,18.45,261.75,60.6,182.8,3.55,21.3,408.35,2215.45,5,350.3,101.15,2267.25,134.55,313.4,93.8,8,44.75,0.008,29.3,490.85,130.8,4.25,4,613.45,166.85,553.35,3.25
Metabolism,Xenobiotics biodegradation and metabolism,ko00365,Furfural degradation,24,308,72,1,778,4,90,75,15,22,228,26,230,663,634,7,204,261,33,11,742,41,12,28,407,57,38,851,153,43,28,291
Environmental Information Processing,Signal transduction,ko04075,Plant hormone signal transduction,1,0.008,10.2,3385.6,6.6,0.008,27.2,4.2,1.6,0.4,1910,1.2,15.6,73.2,276.2,0.4,3.4,0.2,33.2,2.6,0.008,1.6,5.4,0.2,79.6,0.6,1.4,32.6,107.8,83,87.8,0.008
Genetic Information Processing,"Folding, sorting and degradation",ko03050,Proteasome,290,0.008,4.33,690.67,4.67,488,33,401.5,208.5,5.33,1866.17,233.5,23.5,7.5,8.83,10.5,50.67,2.67,226.33,30.33,246.33,2.33,0.008,7.83,214.33,136.5,72,6,2.33,30,11.5,93.67
Organismal Systems,Endocrine system,ko04919,Thyroid hormone signaling pathway,139.14,368,273.25,224.25,4,140.75,28.75,21,32,16.5,607.5,2,138.1,138.5,253.25,169.5,82,16.5,3.25,125.14,39.36,0.008,18,133.06,145.5,37,148.75,454,146.5,608,142.29,10
Metabolism,Lipid metabolism,ko00100,Steroid biosynthesis,125.33,4,3.66,1,0.67,9,1,114.99,0.008,60,0.008,123.67,0.008,1.67,1,95.67,1,0.008,0.67,4.33,8,1.33,0.67,2556.83,0.008,0.008,70.66,601.34,2.67,0.33,0.008,0.008
Organismal Systems,Nervous system,ko04723,Retrograde endocannabinoid signaling,17,4,36,367,7,0.008,13,14,0.008,1,1031,2,89,105,266,3,2,45,6,2,19,2,24,12,159,1,7,383,17,610,35,3
Metabolism,Glycan biosynthesis and metabolism,ko00601,Glycosphingolipid biosynthesis - lacto and neolacto series,6.6,0.008,0.2,0.008,406.8,1.2,3.6,247.6,406.6,9,0.008,1.4,0.008,0.008,0.8,63.8,0.008,0.008,338.2,0.4,0.008,34.4,0.008,111.2,2.6,177.2,12.8,0.008,1.4,746,0.4,26
Organismal Systems,Digestive system,ko04976,Bile secretion,3,3,2,140,2,0.008,8,9,0.008,1,587,0.008,77,105,251,3,2,6,3,0.008,18,0.008,18,3.17,118,1,3,367,0.008,608,25,1
Human Diseases,Cancer: specific types,ko05226,Gastric cancer,3,3,2,140,2,0.008,8,9,0.008,1,587,0.008,74,104,250,3,2,6,3,0.008,18,0.008,18,3,118,1,3,367,0.008,608,25,1
Genetic Information Processing,Transcription,ko03040,Spliceosome,12.4,0.008,9,104,0.008,2.2,5.2,16.8,0.008,3.8,0.008,679,0.008,3,0.008,7.4,0.008,330,17,421,1,0.4,0.008,506,0.008,0.008,0.008,0.008,2,0.008,1,0.008
Cellular Processes,Transport and catabolism,ko04144,Endocytosis,54,86.2,3.6,69,31.2,23,67.8,39.2,0.4,22.2,111.8,15.6,1.6,0.6,32,10,2,35,47,133.2,67.4,14,57,74.2,243.4,28.4,8,0.8,4.2,4.4,323.6,125.8
